poly_coef_dict,frontend,frontend@POST@/user,frontend@POST@/user,1.6533444954911521e-06
poly_coef_dict,frontend,frontend@POST@/user,intercept,1.8082754783961292
poly_coef_dict,user,user@POST@/user.User/CheckUser,user@POST@/user.User/CheckUser,9.57814006704939e-08
poly_coef_dict,user,user@POST@/user.User/CheckUser,intercept,1.0424412417385627
poly_coef_dict,slateingress,slateingress@POST@/user,slateingress@POST@/user,8.909284500890667e-07
poly_coef_dict,slateingress,slateingress@POST@/user,intercept,2.025030623276551
poly_coef_dict,slateingress,slateingress@GET@/recommendations,slateingress@GET@/recommendations,2.2194039278976095e-06
poly_coef_dict,slateingress,slateingress@GET@/recommendations,intercept,2.3197897028623298
poly_coef_dict,profile,profile@POST@/profile.Profile/GetProfiles,profile@POST@/profile.Profile/GetProfiles,1.432584324948237e-06
poly_coef_dict,profile,profile@POST@/profile.Profile/GetProfiles,intercept,1.7826624660900252
poly_coef_dict,recommendation,recommendation@POST@/recommendation.Recommendation/GetRecommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations,5.572973106867757e-07
poly_coef_dict,recommendation,recommendation@POST@/recommendation.Recommendation/GetRecommendations,intercept,1.0084598172667738
poly_coef_dict,frontend,frontend@GET@/recommendations,frontend@GET@/recommendations,7.417245687683898e-06
poly_coef_dict,frontend,frontend@GET@/recommendations,intercept,4.047917950288855
poly_coef_dict,user,user@POST@/user.User/CheckUser,user@POST@/user.User/CheckUser,8.417057852342246e-07
poly_coef_dict,user,user@POST@/user.User/CheckUser,intercept,0.993534455025805
poly_coef_dict,reservation,reservation@POST@/reservation.Reservation/MakeReservation,reservation@POST@/reservation.Reservation/MakeReservation,4.892555800337599e-06
poly_coef_dict,reservation,reservation@POST@/reservation.Reservation/MakeReservation,intercept,6.336680613703558
poly_coef_dict,slateingress,slateingress@POST@/reservation,slateingress@POST@/reservation,1.9536250630575514e-06
poly_coef_dict,slateingress,slateingress@POST@/reservation,intercept,2.4541986958310247
poly_coef_dict,frontend,frontend@POST@/reservation,frontend@POST@/reservation,1.2538097913812865e-05
poly_coef_dict,frontend,frontend@POST@/reservation,intercept,2.84509675458399
poly_coef_dict,rate,rate@POST@/rate.Rate/GetRates,rate@POST@/rate.Rate/GetRates,2.7938776817172056e-05
poly_coef_dict,rate,rate@POST@/rate.Rate/GetRates,intercept,0.6732968057523613
poly_coef_dict,profile,profile@POST@/profile.Profile/GetProfiles,profile@POST@/profile.Profile/GetProfiles,1.1482228692740722e-05
poly_coef_dict,profile,profile@POST@/profile.Profile/GetProfiles,intercept,0.1905345504505349
poly_coef_dict,frontend,frontend@GET@/hotels,frontend@GET@/hotels,0.000193082052408697
poly_coef_dict,frontend,frontend@GET@/hotels,intercept,-2.4506974124990752
poly_coef_dict,search,search@POST@/search.Search/Nearby,search@POST@/search.Search/Nearby,8.213223098892066e-05
poly_coef_dict,search,search@POST@/search.Search/Nearby,intercept,-2.2325063568518315
poly_coef_dict,geo,geo@POST@/geo.Geo/Nearby,geo@POST@/geo.Geo/Nearby,7.045510469625027e-06
poly_coef_dict,geo,geo@POST@/geo.Geo/Nearby,intercept,0.45464405501796157
poly_coef_dict,reservation,reservation@POST@/reservation.Reservation/CheckAvailability,reservation@POST@/reservation.Reservation/CheckAvailability,4.804887525041407e-05
poly_coef_dict,reservation,reservation@POST@/reservation.Reservation/CheckAvailability,intercept,3.265952311580302
poly_coef_dict,slateingress,slateingress@GET@/hotels,slateingress@GET@/hotels,2.4544645980010163e-05
poly_coef_dict,slateingress,slateingress@GET@/hotels,intercept,1.0241504286169645
